County	X
Grand Total	6,679
ALACHUA	168
BAKER	50
BAY	85
BRADFORD	0
BREVARD	167
BROWARD	649
CALHOUN	0
CHARLOTTE	61
CITRUS	53
CLAY	67
COLLIER	85
COLUMBIA	24
DESOTO	10
DUVAL	405
ESCAMBIA	163
FLAGLER	26
FRANKLIN	0
GADSDEN	0
GULF	6
HARDEE	0
HENDRY	2
HERNANDO	74
HIGHLANDS	47
HILLSBOROUGH	397
HOLMES	4
INDIAN RIVER	44
JACKSON	14
LAKE	152
LEE	128
LEON	130
MADISON	1
MANATEE	79
MARION	112
MARTIN	41
MIAMI-DADE	991
MONROE	5
NASSAU	14
OKALOOSA	56
OKEECHOBEE	19
ORANGE	348
OSCEOLA	178
PALM BEACH	422
PASCO	147
PINELLAS	345
POLK	260
PUTNAM	15
SANTA ROSA	22
SARASOTA	123
SEMINOLE	114
ST. JOHNS	20
ST. LUCIE	135
SUMTER	41
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	149
WALTON	23
WASHINGTON	8
