County	X
Grand Total	3,363
ALACHUA	88
BAKER	30
BAY	21
BRADFORD	0
BREVARD	72
BROWARD	389
CALHOUN	0
CHARLOTTE	30
CITRUS	21
CLAY	39
COLLIER	42
COLUMBIA	13
DESOTO	4
DUVAL	214
ESCAMBIA	87
FLAGLER	8
FRANKLIN	0
GADSDEN	115
GULF	0
HARDEE	0
HENDRY	0
HERNANDO	26
HIGHLANDS	16
HILLSBOROUGH	163
HOLMES	0
INDIAN RIVER	9
JACKSON	8
LAKE	82
LEE	102
LEON	72
MADISON	0
MANATEE	21
MARION	70
MARTIN	16
MIAMI-DADE	610
MONROE	1
NASSAU	7
OKALOOSA	24
OKEECHOBEE	10
ORANGE	144
OSCEOLA	60
PALM BEACH	193
PASCO	45
PINELLAS	133
POLK	123
PUTNAM	4
SANTA ROSA	11
SARASOTA	41
SEMINOLE	47
ST. JOHNS	9
ST. LUCIE	54
SUMTER	14
SUWANNEE	0
TAYLOR	0
UNION	10
VOLUSIA	56
WALTON	4
WASHINGTON	5
