County	X
Grand Total	3,597
ALACHUA	55
BAKER	0
BAY	22
BRADFORD	0
BREVARD	75
BROWARD	516
CALHOUN	0
CHARLOTTE	24
CITRUS	21
CLAY	17
COLLIER	46
COLUMBIA	5
DESOTO	7
DUVAL	172
ESCAMBIA	65
FLAGLER	14
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	50
HIGHLANDS	34
HILLSBOROUGH	228
HOLMES	0
INDIAN RIVER	20
JACKSON	3
LAKE	77
LEE	63
LEON	49
MADISON	0
MANATEE	62
MARION	59
MARTIN	18
MIAMI-DADE	565
MONROE	6
NASSAU	5
OKALOOSA	20
OKEECHOBEE	6
ORANGE	158
OSCEOLA	93
PALM BEACH	259
PASCO	70
PINELLAS	181
POLK	145
PUTNAM	4
SANTA ROSA	7
SARASOTA	66
SEMINOLE	67
ST. JOHNS	7
ST. LUCIE	79
SUMTER	68
SUWANNEE	0
TAYLOR	1
UNION	1
VOLUSIA	81
WALTON	5
WASHINGTON	0
