County	X
Grand Total	2,117
ALACHUA	58
BAKER	1
BAY	17
BRADFORD	0
BREVARD	75
BROWARD	183
CALHOUN	2
CHARLOTTE	25
CITRUS	10
CLAY	32
COLLIER	28
COLUMBIA	25
DESOTO	0
DUVAL	121
ESCAMBIA	35
FLAGLER	8
FRANKLIN	0
GADSDEN	8
GULF	0
HARDEE	0
HENDRY	2
HERNANDO	25
HIGHLANDS	22
HILLSBOROUGH	155
HOLMES	0
INDIAN RIVER	7
JACKSON	6
LAKE	40
LEE	34
LEON	44
MADISON	0
MANATEE	33
MARION	21
MARTIN	10
MIAMI-DADE	282
MONROE	8
NASSAU	3
OKALOOSA	16
OKEECHOBEE	8
ORANGE	141
OSCEOLA	71
PALM BEACH	115
PASCO	44
PINELLAS	113
POLK	80
PUTNAM	3
SANTA ROSA	2
SARASOTA	35
SEMINOLE	23
ST. JOHNS	9
ST. LUCIE	36
SUMTER	18
SUWANNEE	0
TAYLOR	0
UNION	16
VOLUSIA	58
WALTON	3
WASHINGTON	6
