County	X
Grand Total	4,902
ALACHUA	120
BAKER	0
BAY	70
BRADFORD	0
BREVARD	116
BROWARD	664
CALHOUN	0
CHARLOTTE	46
CITRUS	32
CLAY	63
COLLIER	65
COLUMBIA	16
DESOTO	1
DUVAL	289
ESCAMBIA	123
FLAGLER	12
FRANKLIN	0
GADSDEN	114
GULF	2
HARDEE	0
HENDRY	2
HERNANDO	33
HIGHLANDS	36
HILLSBOROUGH	238
HOLMES	3
INDIAN RIVER	14
JACKSON	11
LAKE	46
LEE	140
LEON	89
MADISON	0
MANATEE	48
MARION	103
MARTIN	27
MIAMI-DADE	937
MONROE	4
NASSAU	10
OKALOOSA	31
OKEECHOBEE	10
ORANGE	259
OSCEOLA	85
PALM BEACH	288
PASCO	60
PINELLAS	169
POLK	148
PUTNAM	11
SANTA ROSA	12
SARASOTA	74
SEMINOLE	68
ST. JOHNS	14
ST. LUCIE	73
SUMTER	16
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	102
WALTON	6
WASHINGTON	2
