County	X
Grand Total	5,428
ALACHUA	108
BAKER	26
BAY	75
BRADFORD	0
BREVARD	109
BROWARD	612
CALHOUN	0
CHARLOTTE	60
CITRUS	50
CLAY	56
COLLIER	70
COLUMBIA	17
DESOTO	5
DUVAL	345
ESCAMBIA	136
FLAGLER	20
FRANKLIN	0
GADSDEN	0
GULF	3
HARDEE	0
HENDRY	2
HERNANDO	58
HIGHLANDS	38
HILLSBOROUGH	309
HOLMES	3
INDIAN RIVER	25
JACKSON	10
LAKE	123
LEE	101
LEON	98
MADISON	2
MANATEE	72
MARION	107
MARTIN	34
MIAMI-DADE	831
MONROE	6
NASSAU	5
OKALOOSA	55
OKEECHOBEE	13
ORANGE	256
OSCEOLA	132
PALM BEACH	375
PASCO	118
PINELLAS	257
POLK	185
PUTNAM	19
SANTA ROSA	20
SARASOTA	74
SEMINOLE	88
ST. JOHNS	22
ST. LUCIE	116
SUMTER	43
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	123
WALTON	13
WASHINGTON	2
