County	X
Grand Total	3,352
ALACHUA	81
BAKER	0
BAY	32
BRADFORD	0
BREVARD	75
BROWARD	310
CALHOUN	0
CHARLOTTE	39
CITRUS	57
CLAY	37
COLLIER	64
COLUMBIA	18
DESOTO	14
DUVAL	190
ESCAMBIA	65
FLAGLER	9
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	2
HERNANDO	53
HIGHLANDS	67
HILLSBOROUGH	235
HOLMES	1
INDIAN RIVER	14
JACKSON	21
LAKE	46
LEE	79
LEON	41
MADISON	0
MANATEE	36
MARION	47
MARTIN	10
MIAMI-DADE	470
MONROE	8
NASSAU	2
OKALOOSA	45
OKEECHOBEE	6
ORANGE	180
OSCEOLA	86
PALM BEACH	238
PASCO	77
PINELLAS	163
POLK	109
PUTNAM	7
SANTA ROSA	13
SARASOTA	105
SEMINOLE	51
ST. JOHNS	14
ST. LUCIE	36
SUMTER	12
SUWANNEE	0
TAYLOR	2
UNION	2
VOLUSIA	73
WALTON	8
WASHINGTON	2
