County	X
Grand Total	2,315
ALACHUA	63
BAKER	3
BAY	11
BRADFORD	0
BREVARD	61
BROWARD	210
CALHOUN	1
CHARLOTTE	33
CITRUS	25
CLAY	28
COLLIER	36
COLUMBIA	24
DESOTO	0
DUVAL	117
ESCAMBIA	42
FLAGLER	5
FRANKLIN	0
GADSDEN	4
GULF	1
HARDEE	0
HENDRY	2
HERNANDO	31
HIGHLANDS	25
HILLSBOROUGH	154
HOLMES	5
INDIAN RIVER	16
JACKSON	11
LAKE	39
LEE	59
LEON	41
MADISON	0
MANATEE	25
MARION	31
MARTIN	5
MIAMI-DADE	332
MONROE	4
NASSAU	3
OKALOOSA	25
OKEECHOBEE	4
ORANGE	142
OSCEOLA	82
PALM BEACH	136
PASCO	46
PINELLAS	131
POLK	79
PUTNAM	5
SANTA ROSA	5
SARASOTA	40
SEMINOLE	33
ST. JOHNS	4
ST. LUCIE	46
SUMTER	15
SUWANNEE	0
TAYLOR	0
UNION	13
VOLUSIA	51
WALTON	8
WASHINGTON	3
