County	X
Grand Total	3,062
ALACHUA	74
BAKER	1
BAY	31
BRADFORD	0
BREVARD	74
BROWARD	289
CALHOUN	1
CHARLOTTE	47
CITRUS	38
CLAY	33
COLLIER	61
COLUMBIA	9
DESOTO	3
DUVAL	182
ESCAMBIA	63
FLAGLER	7
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	41
HIGHLANDS	55
HILLSBOROUGH	225
HOLMES	1
INDIAN RIVER	15
JACKSON	23
LAKE	33
LEE	74
LEON	33
MADISON	0
MANATEE	33
MARION	33
MARTIN	9
MIAMI-DADE	431
MONROE	5
NASSAU	3
OKALOOSA	45
OKEECHOBEE	6
ORANGE	154
OSCEOLA	80
PALM BEACH	221
PASCO	92
PINELLAS	167
POLK	89
PUTNAM	11
SANTA ROSA	5
SARASOTA	81
SEMINOLE	44
ST. JOHNS	8
ST. LUCIE	40
SUMTER	15
SUWANNEE	0
TAYLOR	0
UNION	2
VOLUSIA	57
WALTON	13
WASHINGTON	4
