County	X
Grand Total	3,439
ALACHUA	91
BAKER	0
BAY	24
BRADFORD	0
BREVARD	74
BROWARD	320
CALHOUN	0
CHARLOTTE	38
CITRUS	67
CLAY	44
COLLIER	65
COLUMBIA	18
DESOTO	14
DUVAL	180
ESCAMBIA	74
FLAGLER	8
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	2
HERNANDO	54
HIGHLANDS	64
HILLSBOROUGH	244
HOLMES	0
INDIAN RIVER	13
JACKSON	20
LAKE	52
LEE	90
LEON	38
MADISON	0
MANATEE	34
MARION	44
MARTIN	10
MIAMI-DADE	468
MONROE	9
NASSAU	1
OKALOOSA	38
OKEECHOBEE	12
ORANGE	179
OSCEOLA	87
PALM BEACH	238
PASCO	101
PINELLAS	157
POLK	114
PUTNAM	8
SANTA ROSA	15
SARASOTA	107
SEMINOLE	52
ST. JOHNS	12
ST. LUCIE	48
SUMTER	15
SUWANNEE	0
TAYLOR	0
UNION	2
VOLUSIA	84
WALTON	9
WASHINGTON	0
