County	X
Grand Total	7,952
ALACHUA	137
BAKER	22
BAY	81
BRADFORD	0
BREVARD	113
BROWARD	1,167
CALHOUN	2
CHARLOTTE	49
CITRUS	23
CLAY	71
COLLIER	127
COLUMBIA	29
DESOTO	5
DUVAL	447
ESCAMBIA	180
FLAGLER	18
FRANKLIN	0
GADSDEN	70
GULF	5
HARDEE	0
HENDRY	7
HERNANDO	63
HIGHLANDS	58
HILLSBOROUGH	446
HOLMES	1
INDIAN RIVER	23
JACKSON	15
LAKE	97
LEE	207
LEON	77
MADISON	0
MANATEE	113
MARION	122
MARTIN	24
MIAMI-DADE	1,647
MONROE	12
NASSAU	1
OKALOOSA	51
OKEECHOBEE	10
ORANGE	434
OSCEOLA	152
PALM BEACH	507
PASCO	100
PINELLAS	314
POLK	280
PUTNAM	13
SANTA ROSA	31
SARASOTA	106
SEMINOLE	125
ST. JOHNS	29
ST. LUCIE	152
SUMTER	30
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	140
WALTON	12
WASHINGTON	7
