County	X
Grand Total	3,728
ALACHUA	61
BAKER	0
BAY	35
BRADFORD	0
BREVARD	81
BROWARD	572
CALHOUN	0
CHARLOTTE	37
CITRUS	29
CLAY	22
COLLIER	51
COLUMBIA	10
DESOTO	5
DUVAL	162
ESCAMBIA	59
FLAGLER	11
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	3
HERNANDO	49
HIGHLANDS	36
HILLSBOROUGH	206
HOLMES	0
INDIAN RIVER	17
JACKSON	3
LAKE	57
LEE	59
LEON	46
MADISON	0
MANATEE	52
MARION	72
MARTIN	12
MIAMI-DADE	584
MONROE	4
NASSAU	5
OKALOOSA	28
OKEECHOBEE	6
ORANGE	189
OSCEOLA	89
PALM BEACH	269
PASCO	72
PINELLAS	207
POLK	150
PUTNAM	2
SANTA ROSA	6
SARASOTA	63
SEMINOLE	67
ST. JOHNS	4
ST. LUCIE	77
SUMTER	72
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	82
WALTON	4
WASHINGTON	0
