County	X
Grand Total	6,847
ALACHUA	112
BAKER	20
BAY	87
BRADFORD	0
BREVARD	110
BROWARD	909
CALHOUN	2
CHARLOTTE	36
CITRUS	26
CLAY	25
COLLIER	138
COLUMBIA	23
DESOTO	1
DUVAL	385
ESCAMBIA	167
FLAGLER	14
FRANKLIN	0
GADSDEN	126
GULF	3
HARDEE	0
HENDRY	8
HERNANDO	51
HIGHLANDS	51
HILLSBOROUGH	352
HOLMES	1
INDIAN RIVER	20
JACKSON	19
LAKE	82
LEE	187
LEON	86
MADISON	0
MANATEE	83
MARION	99
MARTIN	26
MIAMI-DADE	1,502
MONROE	8
NASSAU	3
OKALOOSA	51
OKEECHOBEE	16
ORANGE	336
OSCEOLA	137
PALM BEACH	428
PASCO	82
PINELLAS	259
POLK	233
PUTNAM	12
SANTA ROSA	14
SARASOTA	83
SEMINOLE	108
ST. JOHNS	27
ST. LUCIE	124
SUMTER	27
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	126
WALTON	13
WASHINGTON	9
