County	X
Grand Total	8,232
ALACHUA	111
BAKER	33
BAY	65
BRADFORD	0
BREVARD	128
BROWARD	1,170
CALHOUN	2
CHARLOTTE	36
CITRUS	18
CLAY	56
COLLIER	200
COLUMBIA	23
DESOTO	4
DUVAL	519
ESCAMBIA	183
FLAGLER	22
FRANKLIN	0
GADSDEN	1
GULF	2
HARDEE	0
HENDRY	3
HERNANDO	69
HIGHLANDS	54
HILLSBOROUGH	255
HOLMES	0
INDIAN RIVER	35
JACKSON	36
LAKE	129
LEE	243
LEON	63
MADISON	0
MANATEE	81
MARION	96
MARTIN	39
MIAMI-DADE	1,842
MONROE	19
NASSAU	4
OKALOOSA	43
OKEECHOBEE	17
ORANGE	586
OSCEOLA	181
PALM BEACH	649
PASCO	109
PINELLAS	238
POLK	153
PUTNAM	16
SANTA ROSA	23
SARASOTA	148
SEMINOLE	168
ST. JOHNS	31
ST. LUCIE	133
SUMTER	29
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	155
WALTON	7
WASHINGTON	5
