County	X
Grand Total	3,739
ALACHUA	103
BAKER	0
BAY	36
BRADFORD	0
BREVARD	82
BROWARD	408
CALHOUN	0
CHARLOTTE	47
CITRUS	63
CLAY	41
COLLIER	81
COLUMBIA	21
DESOTO	10
DUVAL	178
ESCAMBIA	78
FLAGLER	7
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	2
HERNANDO	63
HIGHLANDS	53
HILLSBOROUGH	236
HOLMES	1
INDIAN RIVER	14
JACKSON	28
LAKE	52
LEE	110
LEON	34
MADISON	0
MANATEE	46
MARION	52
MARTIN	19
MIAMI-DADE	561
MONROE	6
NASSAU	0
OKALOOSA	41
OKEECHOBEE	10
ORANGE	139
OSCEOLA	96
PALM BEACH	268
PASCO	116
PINELLAS	168
POLK	119
PUTNAM	8
SANTA ROSA	18
SARASOTA	71
SEMINOLE	54
ST. JOHNS	15
ST. LUCIE	64
SUMTER	19
SUWANNEE	0
TAYLOR	1
UNION	1
VOLUSIA	88
WALTON	9
WASHINGTON	2
