County	X
Grand Total	7,186
ALACHUA	79
BAKER	18
BAY	30
BREVARD	104
BROWARD	1,005
CALHOUN	0
CHARLOTTE	30
CITRUS	17
CLAY	39
COLLIER	176
COLUMBIA	19
DESOTO	4
DUVAL	457
ESCAMBIA	137
FLAGLER	16
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	3
HERNANDO	49
HIGHLANDS	30
HILLSBOROUGH	275
HOLMES	0
INDIAN RIVER	28
JACKSON	33
LAKE	121
LEE	269
LEON	52
MADISON	0
MANATEE	80
MARION	85
MARTIN	45
MIAMI-DADE	1,595
MONROE	10
NASSAU	5
OKALOOSA	35
OKEECHOBEE	11
ORANGE	489
OSCEOLA	199
PALM BEACH	595
PASCO	90
PINELLAS	204
POLK	151
PUTNAM	15
SANTA ROSA	21
SARASOTA	107
SEMINOLE	155
ST. JOHNS	24
ST. LUCIE	115
SUMTER	20
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	134
WALTON	5
WASHINGTON	4
