County	X
Grand Total	3,748
ALACHUA	106
BAKER	0
BAY	30
BRADFORD	0
BREVARD	72
BROWARD	378
CALHOUN	0
CHARLOTTE	47
CITRUS	66
CLAY	47
COLLIER	71
COLUMBIA	20
DESOTO	5
DUVAL	183
ESCAMBIA	82
FLAGLER	8
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	61
HIGHLANDS	46
HILLSBOROUGH	232
HOLMES	1
INDIAN RIVER	13
JACKSON	27
LAKE	57
LEE	118
LEON	35
MADISON	0
MANATEE	46
MARION	51
MARTIN	21
MIAMI-DADE	571
MONROE	8
NASSAU	2
OKALOOSA	43
OKEECHOBEE	10
ORANGE	147
OSCEOLA	96
PALM BEACH	287
PASCO	123
PINELLAS	167
POLK	120
PUTNAM	8
SANTA ROSA	15
SARASOTA	80
SEMINOLE	53
ST. JOHNS	15
ST. LUCIE	66
SUMTER	17
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	84
WALTON	9
WASHINGTON	2
