County	X
Grand Total	2,523
ALACHUA	60
BAKER	2
BAY	15
BRADFORD	0
BREVARD	66
BROWARD	270
CALHOUN	0
CHARLOTTE	37
CITRUS	22
CLAY	23
COLLIER	46
COLUMBIA	20
DESOTO	2
DUVAL	145
ESCAMBIA	51
FLAGLER	7
FRANKLIN	0
GADSDEN	0
GULF	2
HARDEE	0
HENDRY	1
HERNANDO	31
HIGHLANDS	33
HILLSBOROUGH	184
HOLMES	0
INDIAN RIVER	18
JACKSON	13
LAKE	31
LEE	64
LEON	42
MADISON	0
MANATEE	34
MARION	31
MARTIN	3
MIAMI-DADE	340
MONROE	3
NASSAU	3
OKALOOSA	34
OKEECHOBEE	0
ORANGE	124
OSCEOLA	61
PALM BEACH	161
PASCO	58
PINELLAS	139
POLK	78
PUTNAM	6
SANTA ROSA	7
SARASOTA	62
SEMINOLE	51
ST. JOHNS	7
ST. LUCIE	50
SUMTER	15
SUWANNEE	0
TAYLOR	0
UNION	4
VOLUSIA	57
WALTON	9
WASHINGTON	1
