County	X
Grand Total	2,779
ALACHUA	69
BAKER	1
BAY	19
BRADFORD	0
BREVARD	71
BROWARD	302
CALHOUN	0
CHARLOTTE	38
CITRUS	25
CLAY	33
COLLIER	48
COLUMBIA	10
DESOTO	3
DUVAL	164
ESCAMBIA	56
FLAGLER	6
FRANKLIN	0
GADSDEN	0
GULF	2
HARDEE	0
HENDRY	1
HERNANDO	36
HIGHLANDS	46
HILLSBOROUGH	192
HOLMES	1
INDIAN RIVER	18
JACKSON	21
LAKE	32
LEE	64
LEON	40
MADISON	0
MANATEE	32
MARION	31
MARTIN	6
MIAMI-DADE	370
MONROE	5
NASSAU	2
OKALOOSA	42
OKEECHOBEE	2
ORANGE	137
OSCEOLA	73
PALM BEACH	176
PASCO	89
PINELLAS	143
POLK	84
PUTNAM	10
SANTA ROSA	8
SARASOTA	69
SEMINOLE	55
ST. JOHNS	5
ST. LUCIE	42
SUMTER	14
SUWANNEE	0
TAYLOR	5
UNION	4
VOLUSIA	61
WALTON	12
WASHINGTON	4
