County	X
Grand Total	9,385
ALACHUA	117
BAKER	34
BAY	84
BRADFORD	0
BREVARD	139
BROWARD	1,304
CALHOUN	2
CHARLOTTE	64
CITRUS	28
CLAY	74
COLLIER	161
COLUMBIA	36
DESOTO	3
DUVAL	510
ESCAMBIA	208
FLAGLER	21
FRANKLIN	0
GADSDEN	34
GULF	1
HARDEE	0
HENDRY	9
HERNANDO	83
HIGHLANDS	57
HILLSBOROUGH	607
HOLMES	2
INDIAN RIVER	23
JACKSON	25
LAKE	98
LEE	241
LEON	81
MADISON	0
MANATEE	135
MARION	95
MARTIN	43
MIAMI-DADE	1,961
MONROE	20
NASSAU	3
OKALOOSA	42
OKEECHOBEE	13
ORANGE	602
OSCEOLA	217
PALM BEACH	605
PASCO	129
PINELLAS	428
POLK	278
PUTNAM	17
SANTA ROSA	27
SARASOTA	155
SEMINOLE	176
ST. JOHNS	38
ST. LUCIE	164
SUMTER	29
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	150
WALTON	8
WASHINGTON	4
