County	X
Grand Total	3,160
ALACHUA	82
BAKER	30
BAY	24
BRADFORD	0
BREVARD	71
BROWARD	347
CALHOUN	0
CHARLOTTE	30
CITRUS	27
CLAY	35
COLLIER	46
COLUMBIA	12
DESOTO	3
DUVAL	199
ESCAMBIA	85
FLAGLER	10
FRANKLIN	0
GADSDEN	124
GULF	2
HARDEE	0
HENDRY	2
HERNANDO	22
HIGHLANDS	21
HILLSBOROUGH	174
HOLMES	0
INDIAN RIVER	10
JACKSON	7
LAKE	73
LEE	97
LEON	68
MADISON	0
MANATEE	20
MARION	64
MARTIN	13
MIAMI-DADE	530
MONROE	2
NASSAU	2
OKALOOSA	27
OKEECHOBEE	7
ORANGE	149
OSCEOLA	57
PALM BEACH	171
PASCO	29
PINELLAS	131
POLK	110
PUTNAM	2
SANTA ROSA	9
SARASOTA	38
SEMINOLE	52
ST. JOHNS	7
ST. LUCIE	43
SUMTER	14
SUWANNEE	0
TAYLOR	0
UNION	13
VOLUSIA	61
WALTON	5
WASHINGTON	3
