County	X
Grand Total	2,121
ALACHUA	50
BAKER	3
BAY	22
BRADFORD	0
BREVARD	64
BROWARD	208
CALHOUN	0
CHARLOTTE	27
CITRUS	18
CLAY	31
COLLIER	28
COLUMBIA	20
DESOTO	0
DUVAL	115
ESCAMBIA	37
FLAGLER	7
FRANKLIN	0
GADSDEN	7
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	28
HIGHLANDS	18
HILLSBOROUGH	147
HOLMES	1
INDIAN RIVER	8
JACKSON	6
LAKE	35
LEE	63
LEON	35
MADISON	0
MANATEE	28
MARION	30
MARTIN	5
MIAMI-DADE	273
MONROE	8
NASSAU	3
OKALOOSA	21
OKEECHOBEE	4
ORANGE	112
OSCEOLA	81
PALM BEACH	112
PASCO	40
PINELLAS	124
POLK	81
PUTNAM	4
SANTA ROSA	2
SARASOTA	46
SEMINOLE	35
ST. JOHNS	6
ST. LUCIE	45
SUMTER	11
SUWANNEE	0
TAYLOR	0
UNION	15
VOLUSIA	47
WALTON	7
WASHINGTON	2
