County	X
Grand Total	2,897
ALACHUA	71
BAKER	1
BAY	19
BRADFORD	0
BREVARD	73
BROWARD	277
CALHOUN	0
CHARLOTTE	45
CITRUS	27
CLAY	35
COLLIER	56
COLUMBIA	10
DESOTO	2
DUVAL	162
ESCAMBIA	59
FLAGLER	5
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	1
HERNANDO	35
HIGHLANDS	56
HILLSBOROUGH	219
HOLMES	1
INDIAN RIVER	19
JACKSON	21
LAKE	37
LEE	72
LEON	41
MADISON	0
MANATEE	35
MARION	35
MARTIN	9
MIAMI-DADE	400
MONROE	5
NASSAU	3
OKALOOSA	33
OKEECHOBEE	3
ORANGE	143
OSCEOLA	72
PALM BEACH	191
PASCO	98
PINELLAS	148
POLK	92
PUTNAM	9
SANTA ROSA	6
SARASOTA	62
SEMINOLE	56
ST. JOHNS	5
ST. LUCIE	41
SUMTER	16
SUWANNEE	0
TAYLOR	0
UNION	4
VOLUSIA	70
WALTON	13
WASHINGTON	3
