County	X
Grand Total	4,672
ALACHUA	77
BAKER	20
BAY	51
BRADFORD	0
BREVARD	94
BROWARD	577
CALHOUN	0
CHARLOTTE	48
CITRUS	37
CLAY	47
COLLIER	73
COLUMBIA	16
DESOTO	2
DUVAL	265
ESCAMBIA	93
FLAGLER	21
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	0
HERNANDO	59
HIGHLANDS	39
HILLSBOROUGH	269
HOLMES	2
INDIAN RIVER	26
JACKSON	9
LAKE	124
LEE	62
LEON	80
MADISON	2
MANATEE	54
MARION	98
MARTIN	32
MIAMI-DADE	738
MONROE	6
NASSAU	7
OKALOOSA	36
OKEECHOBEE	8
ORANGE	219
OSCEOLA	113
PALM BEACH	337
PASCO	80
PINELLAS	219
POLK	191
PUTNAM	5
SANTA ROSA	8
SARASOTA	58
SEMINOLE	63
ST. JOHNS	18
ST. LUCIE	106
SUMTER	76
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	101
WALTON	5
WASHINGTON	0
