County	X
Grand Total	2,357
ALACHUA	67
BAKER	4
BAY	21
BRADFORD	0
BREVARD	71
BROWARD	238
CALHOUN	0
CHARLOTTE	35
CITRUS	17
CLAY	26
COLLIER	48
COLUMBIA	18
DESOTO	1
DUVAL	141
ESCAMBIA	43
FLAGLER	6
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	25
HIGHLANDS	35
HILLSBOROUGH	163
HOLMES	1
INDIAN RIVER	7
JACKSON	7
LAKE	30
LEE	59
LEON	48
MADISON	0
MANATEE	19
MARION	29
MARTIN	9
MIAMI-DADE	316
MONROE	4
NASSAU	0
OKALOOSA	29
OKEECHOBEE	3
ORANGE	138
OSCEOLA	71
PALM BEACH	133
PASCO	58
PINELLAS	123
POLK	77
PUTNAM	6
SANTA ROSA	6
SARASOTA	49
SEMINOLE	41
ST. JOHNS	10
ST. LUCIE	42
SUMTER	12
SUWANNEE	0
TAYLOR	0
UNION	9
VOLUSIA	51
WALTON	8
WASHINGTON	2
