County	X
Grand Total	2,043
ALACHUA	57
BAKER	1
BAY	20
BRADFORD	0
BREVARD	75
BROWARD	178
CALHOUN	1
CHARLOTTE	25
CITRUS	12
CLAY	28
COLLIER	23
COLUMBIA	25
DESOTO	0
DUVAL	124
ESCAMBIA	35
FLAGLER	6
FRANKLIN	0
GADSDEN	7
GULF	0
HARDEE	0
HENDRY	3
HERNANDO	22
HIGHLANDS	21
HILLSBOROUGH	140
HOLMES	0
INDIAN RIVER	6
JACKSON	2
LAKE	37
LEE	43
LEON	39
MADISON	0
MANATEE	32
MARION	28
MARTIN	11
MIAMI-DADE	269
MONROE	6
NASSAU	2
OKALOOSA	16
OKEECHOBEE	8
ORANGE	137
OSCEOLA	68
PALM BEACH	98
PASCO	39
PINELLAS	123
POLK	68
PUTNAM	5
SANTA ROSA	2
SARASOTA	41
SEMINOLE	25
ST. JOHNS	11
ST. LUCIE	32
SUMTER	19
SUWANNEE	0
TAYLOR	0
UNION	13
VOLUSIA	52
WALTON	5
WASHINGTON	3
