County	X
Grand Total	6,325
ALACHUA	126
BAKER	4
BAY	70
BRADFORD	0
BREVARD	112
BROWARD	867
CALHOUN	1
CHARLOTTE	37
CITRUS	26
CLAY	59
COLLIER	117
COLUMBIA	35
DESOTO	3
DUVAL	342
ESCAMBIA	163
FLAGLER	15
FRANKLIN	0
GADSDEN	126
GULF	4
HARDEE	0
HENDRY	7
HERNANDO	49
HIGHLANDS	51
HILLSBOROUGH	331
HOLMES	2
INDIAN RIVER	24
JACKSON	17
LAKE	77
LEE	172
LEON	81
MADISON	0
MANATEE	76
MARION	108
MARTIN	22
MIAMI-DADE	1,292
MONROE	8
NASSAU	4
OKALOOSA	47
OKEECHOBEE	14
ORANGE	288
OSCEOLA	114
PALM BEACH	387
PASCO	73
PINELLAS	256
POLK	225
PUTNAM	9
SANTA ROSA	20
SARASOTA	77
SEMINOLE	91
ST. JOHNS	28
ST. LUCIE	112
SUMTER	18
SUWANNEE	0
TAYLOR	1
UNION	0
VOLUSIA	123
WALTON	9
WASHINGTON	5
