County	X
Grand Total	2,083
ALACHUA	60
BAKER	1
BAY	18
BRADFORD	0
BREVARD	77
BROWARD	177
CALHOUN	2
CHARLOTTE	23
CITRUS	10
CLAY	34
COLLIER	26
COLUMBIA	27
DESOTO	0
DUVAL	129
ESCAMBIA	35
FLAGLER	7
FRANKLIN	0
GADSDEN	9
GULF	0
HARDEE	0
HENDRY	3
HERNANDO	27
HIGHLANDS	21
HILLSBOROUGH	144
HOLMES	0
INDIAN RIVER	5
JACKSON	6
LAKE	38
LEE	50
LEON	38
MADISON	0
MANATEE	32
MARION	26
MARTIN	9
MIAMI-DADE	267
MONROE	7
NASSAU	3
OKALOOSA	15
OKEECHOBEE	8
ORANGE	130
OSCEOLA	70
PALM BEACH	99
PASCO	37
PINELLAS	121
POLK	82
PUTNAM	4
SANTA ROSA	2
SARASOTA	41
SEMINOLE	26
ST. JOHNS	12
ST. LUCIE	29
SUMTER	20
SUWANNEE	0
TAYLOR	0
UNION	13
VOLUSIA	54
WALTON	5
WASHINGTON	4
