County	X
Grand Total	4,687
ALACHUA	111
BAKER	7
BAY	59
BRADFORD	0
BREVARD	82
BROWARD	478
CALHOUN	0
CHARLOTTE	88
CITRUS	45
CLAY	54
COLLIER	103
COLUMBIA	24
DESOTO	5
DUVAL	253
ESCAMBIA	120
FLAGLER	7
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	53
HIGHLANDS	54
HILLSBOROUGH	266
HOLMES	5
INDIAN RIVER	15
JACKSON	19
LAKE	98
LEE	125
LEON	45
MADISON	1
MANATEE	50
MARION	61
MARTIN	31
MIAMI-DADE	832
MONROE	7
NASSAU	9
OKALOOSA	47
OKEECHOBEE	6
ORANGE	230
OSCEOLA	109
PALM BEACH	284
PASCO	122
PINELLAS	207
POLK	156
PUTNAM	17
SANTA ROSA	16
SARASOTA	113
SEMINOLE	61
ST. JOHNS	21
ST. LUCIE	57
SUMTER	31
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	86
WALTON	9
WASHINGTON	7
