County	X
Grand Total	9,351
ALACHUA	117
BAKER	33
BAY	79
BRADFORD	0
BREVARD	136
BROWARD	1,240
CALHOUN	1
CHARLOTTE	45
CITRUS	30
CLAY	84
COLLIER	183
COLUMBIA	25
DESOTO	4
DUVAL	521
ESCAMBIA	198
FLAGLER	19
FRANKLIN	0
GADSDEN	5
GULF	0
HARDEE	0
HENDRY	9
HERNANDO	83
HIGHLANDS	61
HILLSBOROUGH	555
HOLMES	2
INDIAN RIVER	23
JACKSON	29
LAKE	123
LEE	252
LEON	78
MADISON	1
MANATEE	112
MARION	114
MARTIN	48
MIAMI-DADE	2,008
MONROE	16
NASSAU	6
OKALOOSA	43
OKEECHOBEE	22
ORANGE	612
OSCEOLA	199
PALM BEACH	606
PASCO	131
PINELLAS	466
POLK	300
PUTNAM	15
SANTA ROSA	21
SARASOTA	157
SEMINOLE	171
ST. JOHNS	36
ST. LUCIE	138
SUMTER	29
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	155
WALTON	7
WASHINGTON	3
