County	X
Grand Total	2,005
ALACHUA	57
BAKER	2
BAY	18
BRADFORD	0
BREVARD	71
BROWARD	176
CALHOUN	0
CHARLOTTE	29
CITRUS	10
CLAY	29
COLLIER	24
COLUMBIA	26
DESOTO	3
DUVAL	116
ESCAMBIA	33
FLAGLER	5
FRANKLIN	0
GADSDEN	7
GULF	0
HARDEE	0
HENDRY	3
HERNANDO	23
HIGHLANDS	19
HILLSBOROUGH	136
HOLMES	0
INDIAN RIVER	7
JACKSON	2
LAKE	34
LEE	40
LEON	33
MADISON	0
MANATEE	27
MARION	30
MARTIN	7
MIAMI-DADE	256
MONROE	7
NASSAU	1
OKALOOSA	17
OKEECHOBEE	7
ORANGE	136
OSCEOLA	74
PALM BEACH	97
PASCO	35
PINELLAS	109
POLK	73
PUTNAM	5
SANTA ROSA	4
SARASOTA	42
SEMINOLE	31
ST. JOHNS	12
ST. LUCIE	38
SUMTER	20
SUWANNEE	0
TAYLOR	0
UNION	13
VOLUSIA	53
WALTON	7
WASHINGTON	1
