County	X
Grand Total	2,122
ALACHUA	77
BAKER	4
BAY	27
BRADFORD	0
BREVARD	61
BROWARD	198
CALHOUN	0
CHARLOTTE	22
CITRUS	18
CLAY	33
COLLIER	14
COLUMBIA	18
DESOTO	0
DUVAL	131
ESCAMBIA	39
FLAGLER	14
FRANKLIN	0
GADSDEN	33
GULF	0
HARDEE	0
HENDRY	3
HERNANDO	20
HIGHLANDS	23
HILLSBOROUGH	157
HOLMES	0
INDIAN RIVER	9
JACKSON	6
LAKE	36
LEE	47
LEON	43
MADISON	0
MANATEE	22
MARION	33
MARTIN	18
MIAMI-DADE	239
MONROE	4
NASSAU	1
OKALOOSA	17
OKEECHOBEE	11
ORANGE	112
OSCEOLA	63
PALM BEACH	115
PASCO	40
PINELLAS	100
POLK	84
PUTNAM	7
SANTA ROSA	2
SARASOTA	32
SEMINOLE	32
ST. JOHNS	14
ST. LUCIE	56
SUMTER	11
SUWANNEE	0
TAYLOR	0
UNION	15
VOLUSIA	55
WALTON	5
WASHINGTON	1
