County	X
Grand Total	4,625
ALACHUA	108
BAKER	7
BAY	57
BRADFORD	0
BREVARD	80
BROWARD	430
CALHOUN	1
CHARLOTTE	78
CITRUS	52
CLAY	61
COLLIER	100
COLUMBIA	21
DESOTO	6
DUVAL	242
ESCAMBIA	120
FLAGLER	8
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	0
HERNANDO	53
HIGHLANDS	53
HILLSBOROUGH	269
HOLMES	4
INDIAN RIVER	16
JACKSON	18
LAKE	93
LEE	129
LEON	49
MADISON	1
MANATEE	57
MARION	61
MARTIN	26
MIAMI-DADE	812
MONROE	6
NASSAU	8
OKALOOSA	49
OKEECHOBEE	5
ORANGE	222
OSCEOLA	100
PALM BEACH	277
PASCO	142
PINELLAS	230
POLK	154
PUTNAM	15
SANTA ROSA	15
SARASOTA	103
SEMINOLE	65
ST. JOHNS	17
ST. LUCIE	59
SUMTER	27
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	105
WALTON	8
WASHINGTON	6
