County	X
Grand Total	7,870
ALACHUA	141
BAKER	25
BAY	83
BRADFORD	0
BREVARD	102
BROWARD	1,103
CALHOUN	1
CHARLOTTE	42
CITRUS	24
CLAY	79
COLLIER	129
COLUMBIA	27
DESOTO	4
DUVAL	451
ESCAMBIA	180
FLAGLER	14
FRANKLIN	0
GADSDEN	70
GULF	6
HARDEE	0
HENDRY	11
HERNANDO	55
HIGHLANDS	58
HILLSBOROUGH	468
HOLMES	1
INDIAN RIVER	28
JACKSON	17
LAKE	77
LEE	233
LEON	81
MADISON	0
MANATEE	95
MARION	105
MARTIN	28
MIAMI-DADE	1,718
MONROE	14
NASSAU	1
OKALOOSA	47
OKEECHOBEE	9
ORANGE	413
OSCEOLA	144
PALM BEACH	488
PASCO	92
PINELLAS	326
POLK	256
PUTNAM	11
SANTA ROSA	13
SARASOTA	101
SEMINOLE	117
ST. JOHNS	27
ST. LUCIE	165
SUMTER	29
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	141
WALTON	13
WASHINGTON	7
