County	X
Grand Total	5,312
ALACHUA	121
BAKER	3
BAY	60
BRADFORD	0
BREVARD	128
BROWARD	709
CALHOUN	0
CHARLOTTE	42
CITRUS	27
CLAY	63
COLLIER	102
COLUMBIA	24
DESOTO	2
DUVAL	313
ESCAMBIA	142
FLAGLER	12
FRANKLIN	0
GADSDEN	126
GULF	2
HARDEE	0
HENDRY	4
HERNANDO	42
HIGHLANDS	42
HILLSBOROUGH	273
HOLMES	3
INDIAN RIVER	15
JACKSON	12
LAKE	81
LEE	147
LEON	94
MADISON	0
MANATEE	53
MARION	109
MARTIN	23
MIAMI-DADE	1,020
MONROE	4
NASSAU	7
OKALOOSA	33
OKEECHOBEE	11
ORANGE	234
OSCEOLA	84
PALM BEACH	331
PASCO	59
PINELLAS	181
POLK	152
PUTNAM	10
SANTA ROSA	17
SARASOTA	75
SEMINOLE	75
ST. JOHNS	20
ST. LUCIE	94
SUMTER	15
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	105
WALTON	6
WASHINGTON	5
