County	X
Grand Total	9,037
ALACHUA	138
BAKER	35
BAY	82
BRADFORD	0
BREVARD	127
BROWARD	1,276
CALHOUN	0
CHARLOTTE	59
CITRUS	29
CLAY	86
COLLIER	156
COLUMBIA	31
DESOTO	2
DUVAL	490
ESCAMBIA	205
FLAGLER	20
FRANKLIN	0
GADSDEN	34
GULF	3
HARDEE	0
HENDRY	8
HERNANDO	70
HIGHLANDS	49
HILLSBOROUGH	518
HOLMES	1
INDIAN RIVER	25
JACKSON	20
LAKE	108
LEE	213
LEON	76
MADISON	0
MANATEE	127
MARION	121
MARTIN	32
MIAMI-DADE	1,963
MONROE	16
NASSAU	4
OKALOOSA	48
OKEECHOBEE	14
ORANGE	456
OSCEOLA	202
PALM BEACH	619
PASCO	117
PINELLAS	428
POLK	290
PUTNAM	22
SANTA ROSA	26
SARASOTA	148
SEMINOLE	146
ST. JOHNS	29
ST. LUCIE	180
SUMTER	32
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	141
WALTON	12
WASHINGTON	3
