County	X
Grand Total	3,918
ALACHUA	115
BAKER	0
BAY	39
BRADFORD	0
BREVARD	81
BROWARD	394
CALHOUN	0
CHARLOTTE	49
CITRUS	68
CLAY	48
COLLIER	79
COLUMBIA	25
DESOTO	10
DUVAL	189
ESCAMBIA	83
FLAGLER	9
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	1
HERNANDO	61
HIGHLANDS	46
HILLSBOROUGH	253
HOLMES	1
INDIAN RIVER	17
JACKSON	27
LAKE	59
LEE	116
LEON	37
MADISON	-1
MANATEE	43
MARION	57
MARTIN	23
MIAMI-DADE	598
MONROE	8
NASSAU	2
OKALOOSA	50
OKEECHOBEE	11
ORANGE	160
OSCEOLA	95
PALM BEACH	285
PASCO	124
PINELLAS	188
POLK	119
PUTNAM	7
SANTA ROSA	14
SARASOTA	88
SEMINOLE	54
ST. JOHNS	16
ST. LUCIE	61
SUMTER	18
SUWANNEE	0
TAYLOR	1
UNION	1
VOLUSIA	76
WALTON	7
WASHINGTON	5
