County	X
Grand Total	5,381
ALACHUA	108
BAKER	30
BAY	71
BRADFORD	0
BREVARD	121
BROWARD	637
CALHOUN	0
CHARLOTTE	48
CITRUS	47
CLAY	54
COLLIER	74
COLUMBIA	17
DESOTO	6
DUVAL	319
ESCAMBIA	130
FLAGLER	21
FRANKLIN	1
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	3
HERNANDO	49
HIGHLANDS	42
HILLSBOROUGH	312
HOLMES	1
INDIAN RIVER	27
JACKSON	5
LAKE	102
LEE	97
LEON	88
MADISON	2
MANATEE	69
MARION	110
MARTIN	29
MIAMI-DADE	840
MONROE	3
NASSAU	9
OKALOOSA	51
OKEECHOBEE	13
ORANGE	270
OSCEOLA	121
PALM BEACH	400
PASCO	102
PINELLAS	262
POLK	200
PUTNAM	15
SANTA ROSA	15
SARASOTA	67
SEMINOLE	78
ST. JOHNS	18
ST. LUCIE	103
SUMTER	44
SUWANNEE	0
TAYLOR	1
UNION	1
VOLUSIA	137
WALTON	9
WASHINGTON	1
