County	X
Grand Total	2,258
ALACHUA	60
BAKER	1
BAY	12
BRADFORD	0
BREVARD	60
BROWARD	199
CALHOUN	1
CHARLOTTE	35
CITRUS	21
CLAY	32
COLLIER	31
COLUMBIA	21
DESOTO	0
DUVAL	113
ESCAMBIA	40
FLAGLER	4
FRANKLIN	0
GADSDEN	4
GULF	1
HARDEE	0
HENDRY	2
HERNANDO	31
HIGHLANDS	24
HILLSBOROUGH	158
HOLMES	5
INDIAN RIVER	17
JACKSON	11
LAKE	41
LEE	54
LEON	40
MADISON	0
MANATEE	29
MARION	29
MARTIN	12
MIAMI-DADE	311
MONROE	6
NASSAU	1
OKALOOSA	30
OKEECHOBEE	4
ORANGE	138
OSCEOLA	77
PALM BEACH	134
PASCO	46
PINELLAS	127
POLK	82
PUTNAM	2
SANTA ROSA	5
SARASOTA	40
SEMINOLE	36
ST. JOHNS	4
ST. LUCIE	46
SUMTER	12
SUWANNEE	0
TAYLOR	0
UNION	13
VOLUSIA	46
WALTON	7
WASHINGTON	3
