County	X
Grand Total	2,089
ALACHUA	57
BAKER	3
BAY	22
BRADFORD	0
BREVARD	63
BROWARD	193
CALHOUN	0
CHARLOTTE	28
CITRUS	19
CLAY	31
COLLIER	25
COLUMBIA	20
DESOTO	1
DUVAL	132
ESCAMBIA	37
FLAGLER	10
FRANKLIN	0
GADSDEN	7
GULF	0
HARDEE	0
HENDRY	2
HERNANDO	27
HIGHLANDS	18
HILLSBOROUGH	149
HOLMES	0
INDIAN RIVER	7
JACKSON	6
LAKE	34
LEE	40
LEON	35
MADISON	0
MANATEE	30
MARION	29
MARTIN	6
MIAMI-DADE	259
MONROE	7
NASSAU	2
OKALOOSA	20
OKEECHOBEE	4
ORANGE	120
OSCEOLA	78
PALM BEACH	106
PASCO	43
PINELLAS	118
POLK	77
PUTNAM	4
SANTA ROSA	5
SARASOTA	47
SEMINOLE	31
ST. JOHNS	7
ST. LUCIE	40
SUMTER	13
SUWANNEE	0
TAYLOR	0
UNION	15
VOLUSIA	53
WALTON	7
WASHINGTON	2
