County	X
Grand Total	3,613
ALACHUA	90
BAKER	4
BAY	30
BRADFORD	0
BREVARD	79
BROWARD	356
CALHOUN	0
CHARLOTTE	40
CITRUS	64
CLAY	37
COLLIER	76
COLUMBIA	22
DESOTO	20
DUVAL	184
ESCAMBIA	55
FLAGLER	9
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	1
HERNANDO	52
HIGHLANDS	69
HILLSBOROUGH	249
HOLMES	1
INDIAN RIVER	11
JACKSON	23
LAKE	45
LEE	107
LEON	39
MADISON	0
MANATEE	42
MARION	50
MARTIN	18
MIAMI-DADE	515
MONROE	7
NASSAU	1
OKALOOSA	38
OKEECHOBEE	9
ORANGE	178
OSCEOLA	95
PALM BEACH	259
PASCO	107
PINELLAS	157
POLK	112
PUTNAM	9
SANTA ROSA	13
SARASOTA	114
SEMINOLE	54
ST. JOHNS	12
ST. LUCIE	48
SUMTER	20
SUWANNEE	0
TAYLOR	1
UNION	1
VOLUSIA	77
WALTON	10
WASHINGTON	2
