County	X
Grand Total	3,723
ALACHUA	106
BAKER	0
BAY	36
BRADFORD	0
BREVARD	80
BROWARD	396
CALHOUN	0
CHARLOTTE	40
CITRUS	66
CLAY	39
COLLIER	79
COLUMBIA	22
DESOTO	19
DUVAL	196
ESCAMBIA	70
FLAGLER	7
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	3
HERNANDO	56
HIGHLANDS	61
HILLSBOROUGH	242
HOLMES	2
INDIAN RIVER	11
JACKSON	25
LAKE	47
LEE	112
LEON	33
MADISON	0
MANATEE	47
MARION	59
MARTIN	20
MIAMI-DADE	548
MONROE	7
NASSAU	4
OKALOOSA	45
OKEECHOBEE	9
ORANGE	173
OSCEOLA	89
PALM BEACH	259
PASCO	109
PINELLAS	180
POLK	108
PUTNAM	8
SANTA ROSA	15
SARASOTA	73
SEMINOLE	47
ST. JOHNS	12
ST. LUCIE	60
SUMTER	18
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	73
WALTON	10
WASHINGTON	1
