County	X
Grand Total	5,607
ALACHUA	111
BAKER	18
BAY	79
BRADFORD	0
BREVARD	117
BROWARD	633
CALHOUN	0
CHARLOTTE	61
CITRUS	60
CLAY	56
COLLIER	87
COLUMBIA	19
DESOTO	5
DUVAL	346
ESCAMBIA	135
FLAGLER	16
FRANKLIN	0
GADSDEN	0
GULF	4
HARDEE	0
HENDRY	3
HERNANDO	69
HIGHLANDS	37
HILLSBOROUGH	323
HOLMES	4
INDIAN RIVER	24
JACKSON	12
LAKE	121
LEE	105
LEON	104
MADISON	1
MANATEE	68
MARION	117
MARTIN	34
MIAMI-DADE	872
MONROE	6
NASSAU	3
OKALOOSA	55
OKEECHOBEE	12
ORANGE	257
OSCEOLA	136
PALM BEACH	381
PASCO	123
PINELLAS	275
POLK	194
PUTNAM	22
SANTA ROSA	22
SARASOTA	80
SEMINOLE	89
ST. JOHNS	18
ST. LUCIE	114
SUMTER	44
SUWANNEE	0
TAYLOR	0
UNION	1
VOLUSIA	119
WALTON	11
WASHINGTON	4
