County	X
Grand Total	4,059
ALACHUA	118
BAKER	0
BAY	36
BRADFORD	0
BREVARD	83
BROWARD	408
CALHOUN	1
CHARLOTTE	60
CITRUS	63
CLAY	47
COLLIER	87
COLUMBIA	23
DESOTO	6
DUVAL	198
ESCAMBIA	86
FLAGLER	12
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	1
HERNANDO	64
HIGHLANDS	51
HILLSBOROUGH	267
HOLMES	1
INDIAN RIVER	20
JACKSON	25
LAKE	72
LEE	114
LEON	36
MADISON	-1
MANATEE	43
MARION	55
MARTIN	22
MIAMI-DADE	621
MONROE	9
NASSAU	2
OKALOOSA	48
OKEECHOBEE	10
ORANGE	183
OSCEOLA	96
PALM BEACH	279
PASCO	120
PINELLAS	195
POLK	130
PUTNAM	8
SANTA ROSA	15
SARASOTA	92
SEMINOLE	58
ST. JOHNS	18
ST. LUCIE	61
SUMTER	20
SUWANNEE	0
TAYLOR	2
UNION	1
VOLUSIA	79
WALTON	4
WASHINGTON	9
