County	X
Grand Total	5,631
ALACHUA	128
BAKER	3
BAY	63
BRADFORD	0
BREVARD	119
BROWARD	739
CALHOUN	0
CHARLOTTE	45
CITRUS	29
CLAY	64
COLLIER	102
COLUMBIA	30
DESOTO	1
DUVAL	317
ESCAMBIA	139
FLAGLER	14
FRANKLIN	0
GADSDEN	126
GULF	2
HARDEE	0
HENDRY	4
HERNANDO	44
HIGHLANDS	46
HILLSBOROUGH	294
HOLMES	3
INDIAN RIVER	18
JACKSON	9
LAKE	82
LEE	149
LEON	86
MADISON	0
MANATEE	57
MARION	117
MARTIN	19
MIAMI-DADE	1,098
MONROE	13
NASSAU	8
OKALOOSA	40
OKEECHOBEE	12
ORANGE	248
OSCEOLA	94
PALM BEACH	357
PASCO	67
PINELLAS	212
POLK	168
PUTNAM	8
SANTA ROSA	18
SARASOTA	87
SEMINOLE	80
ST. JOHNS	23
ST. LUCIE	108
SUMTER	16
SUWANNEE	0
TAYLOR	1
UNION	0
VOLUSIA	111
WALTON	5
WASHINGTON	8
