County	X
Grand Total	3,367
ALACHUA	89
BAKER	0
BAY	30
BRADFORD	0
BREVARD	76
BROWARD	324
CALHOUN	0
CHARLOTTE	42
CITRUS	50
CLAY	32
COLLIER	65
COLUMBIA	17
DESOTO	10
DUVAL	198
ESCAMBIA	72
FLAGLER	8
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	0
HERNANDO	51
HIGHLANDS	68
HILLSBOROUGH	225
HOLMES	1
INDIAN RIVER	13
JACKSON	21
LAKE	47
LEE	85
LEON	40
MADISON	0
MANATEE	35
MARION	51
MARTIN	12
MIAMI-DADE	466
MONROE	9
NASSAU	3
OKALOOSA	44
OKEECHOBEE	6
ORANGE	177
OSCEOLA	77
PALM BEACH	244
PASCO	78
PINELLAS	164
POLK	105
PUTNAM	8
SANTA ROSA	14
SARASOTA	103
SEMINOLE	46
ST. JOHNS	12
ST. LUCIE	39
SUMTER	13
SUWANNEE	0
TAYLOR	1
UNION	2
VOLUSIA	84
WALTON	6
WASHINGTON	4
