County	X
Grand Total	3,525
ALACHUA	78
BAKER	29
BAY	25
BRADFORD	0
BREVARD	91
BROWARD	417
CALHOUN	0
CHARLOTTE	39
CITRUS	26
CLAY	37
COLLIER	43
COLUMBIA	11
DESOTO	3
DUVAL	218
ESCAMBIA	91
FLAGLER	6
FRANKLIN	0
GADSDEN	121
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	22
HIGHLANDS	22
HILLSBOROUGH	162
HOLMES	0
INDIAN RIVER	7
JACKSON	8
LAKE	85
LEE	133
LEON	82
MADISON	0
MANATEE	23
MARION	76
MARTIN	10
MIAMI-DADE	611
MONROE	2
NASSAU	8
OKALOOSA	26
OKEECHOBEE	8
ORANGE	161
OSCEOLA	61
PALM BEACH	211
PASCO	41
PINELLAS	136
POLK	133
PUTNAM	11
SANTA ROSA	14
SARASOTA	42
SEMINOLE	26
ST. JOHNS	8
ST. LUCIE	76
SUMTER	13
SUWANNEE	0
TAYLOR	0
UNION	10
VOLUSIA	53
WALTON	2
WASHINGTON	6
