County	X
Grand Total	3,754
ALACHUA	99
BAKER	4
BAY	36
BRADFORD	0
BREVARD	81
BROWARD	382
CALHOUN	0
CHARLOTTE	39
CITRUS	60
CLAY	40
COLLIER	77
COLUMBIA	25
DESOTO	20
DUVAL	196
ESCAMBIA	63
FLAGLER	7
FRANKLIN	0
GADSDEN	0
GULF	1
HARDEE	0
HENDRY	1
HERNANDO	56
HIGHLANDS	62
HILLSBOROUGH	263
HOLMES	1
INDIAN RIVER	10
JACKSON	27
LAKE	45
LEE	106
LEON	33
MADISON	0
MANATEE	45
MARION	58
MARTIN	21
MIAMI-DADE	532
MONROE	8
NASSAU	1
OKALOOSA	45
OKEECHOBEE	8
ORANGE	171
OSCEOLA	102
PALM BEACH	264
PASCO	103
PINELLAS	183
POLK	111
PUTNAM	11
SANTA ROSA	15
SARASOTA	99
SEMINOLE	58
ST. JOHNS	11
ST. LUCIE	55
SUMTER	18
SUWANNEE	0
TAYLOR	2
UNION	1
VOLUSIA	86
WALTON	10
WASHINGTON	2
