County	X
Grand Total	2,086
ALACHUA	61
BAKER	2
BAY	24
BRADFORD	0
BREVARD	59
BROWARD	186
CALHOUN	0
CHARLOTTE	26
CITRUS	17
CLAY	29
COLLIER	21
COLUMBIA	20
DESOTO	0
DUVAL	130
ESCAMBIA	44
FLAGLER	9
FRANKLIN	0
GADSDEN	22
GULF	0
HARDEE	0
HENDRY	3
HERNANDO	24
HIGHLANDS	22
HILLSBOROUGH	154
HOLMES	0
INDIAN RIVER	7
JACKSON	5
LAKE	35
LEE	32
LEON	44
MADISON	0
MANATEE	24
MARION	38
MARTIN	16
MIAMI-DADE	260
MONROE	5
NASSAU	1
OKALOOSA	16
OKEECHOBEE	10
ORANGE	112
OSCEOLA	71
PALM BEACH	111
PASCO	40
PINELLAS	91
POLK	90
PUTNAM	9
SANTA ROSA	5
SARASOTA	33
SEMINOLE	30
ST. JOHNS	14
ST. LUCIE	55
SUMTER	9
SUWANNEE	0
TAYLOR	0
UNION	15
VOLUSIA	49
WALTON	4
WASHINGTON	2
