County	X
Grand Total	2,427
ALACHUA	76
BAKER	4
BAY	28
BRADFORD	0
BREVARD	65
BROWARD	210
CALHOUN	1
CHARLOTTE	26
CITRUS	18
CLAY	32
COLLIER	24
COLUMBIA	18
DESOTO	0
DUVAL	133
ESCAMBIA	48
FLAGLER	14
FRANKLIN	0
GADSDEN	24
GULF	0
HARDEE	0
HENDRY	3
HERNANDO	25
HIGHLANDS	24
HILLSBOROUGH	189
HOLMES	0
INDIAN RIVER	6
JACKSON	6
LAKE	31
LEE	68
LEON	46
MADISON	0
MANATEE	27
MARION	38
MARTIN	17
MIAMI-DADE	363
MONROE	4
NASSAU	2
OKALOOSA	21
OKEECHOBEE	15
ORANGE	135
OSCEOLA	78
PALM BEACH	124
PASCO	47
PINELLAS	100
POLK	97
PUTNAM	8
SANTA ROSA	3
SARASOTA	32
SEMINOLE	34
ST. JOHNS	16
ST. LUCIE	61
SUMTER	12
SUWANNEE	0
TAYLOR	0
UNION	15
VOLUSIA	52
WALTON	5
WASHINGTON	2
