County	X
Grand Total	8,948
ALACHUA	142
BAKER	33
BAY	85
BRADFORD	0
BREVARD	135
BROWARD	1,260
CALHOUN	1
CHARLOTTE	66
CITRUS	32
CLAY	85
COLLIER	151
COLUMBIA	25
DESOTO	2
DUVAL	487
ESCAMBIA	207
FLAGLER	21
FRANKLIN	0
GADSDEN	34
GULF	2
HARDEE	0
HENDRY	9
HERNANDO	49
HIGHLANDS	54
HILLSBOROUGH	503
HOLMES	1
INDIAN RIVER	24
JACKSON	19
LAKE	104
LEE	211
LEON	68
MADISON	1
MANATEE	127
MARION	107
MARTIN	32
MIAMI-DADE	1,906
MONROE	15
NASSAU	5
OKALOOSA	52
OKEECHOBEE	13
ORANGE	540
OSCEOLA	212
PALM BEACH	606
PASCO	112
PINELLAS	416
POLK	277
PUTNAM	24
SANTA ROSA	28
SARASOTA	147
SEMINOLE	141
ST. JOHNS	35
ST. LUCIE	163
SUMTER	33
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	133
WALTON	10
WASHINGTON	3
