County	X
Grand Total	5,086
ALACHUA	122
BAKER	4
BAY	67
BRADFORD	0
BREVARD	78
BROWARD	498
CALHOUN	0
CHARLOTTE	99
CITRUS	41
CLAY	57
COLLIER	76
COLUMBIA	15
DESOTO	6
DUVAL	287
ESCAMBIA	125
FLAGLER	11
FRANKLIN	0
GADSDEN	0
GULF	2
HARDEE	0
HENDRY	4
HERNANDO	70
HIGHLANDS	60
HILLSBOROUGH	320
HOLMES	5
INDIAN RIVER	15
JACKSON	11
LAKE	94
LEE	107
LEON	66
MADISON	0
MANATEE	54
MARION	82
MARTIN	25
MIAMI-DADE	947
MONROE	7
NASSAU	9
OKALOOSA	46
OKEECHOBEE	6
ORANGE	272
OSCEOLA	119
PALM BEACH	258
PASCO	139
PINELLAS	224
POLK	162
PUTNAM	15
SANTA ROSA	19
SARASOTA	118
SEMINOLE	73
ST. JOHNS	21
ST. LUCIE	89
SUMTER	44
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	101
WALTON	10
WASHINGTON	6
