County	X
Grand Total	7,974
ALACHUA	135
BAKER	24
BAY	87
BRADFORD	0
BREVARD	110
BROWARD	1,159
CALHOUN	3
CHARLOTTE	47
CITRUS	19
CLAY	77
COLLIER	112
COLUMBIA	25
DESOTO	5
DUVAL	438
ESCAMBIA	183
FLAGLER	17
FRANKLIN	0
GADSDEN	70
GULF	6
HARDEE	0
HENDRY	9
HERNANDO	61
HIGHLANDS	60
HILLSBOROUGH	451
HOLMES	1
INDIAN RIVER	25
JACKSON	19
LAKE	104
LEE	214
LEON	79
MADISON	0
MANATEE	101
MARION	123
MARTIN	30
MIAMI-DADE	1,655
MONROE	14
NASSAU	1
OKALOOSA	46
OKEECHOBEE	12
ORANGE	432
OSCEOLA	152
PALM BEACH	526
PASCO	94
PINELLAS	320
POLK	267
PUTNAM	5
SANTA ROSA	31
SARASOTA	104
SEMINOLE	133
ST. JOHNS	29
ST. LUCIE	165
SUMTER	34
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	140
WALTON	13
WASHINGTON	7
