County	X
Grand Total	2,645
ALACHUA	88
BAKER	34
BAY	22
BRADFORD	0
BREVARD	61
BROWARD	293
CALHOUN	0
CHARLOTTE	24
CITRUS	25
CLAY	38
COLLIER	32
COLUMBIA	9
DESOTO	0
DUVAL	161
ESCAMBIA	61
FLAGLER	12
FRANKLIN	0
GADSDEN	57
GULF	1
HARDEE	0
HENDRY	2
HERNANDO	24
HIGHLANDS	27
HILLSBOROUGH	159
HOLMES	0
INDIAN RIVER	5
JACKSON	10
LAKE	39
LEE	69
LEON	59
MADISON	0
MANATEE	21
MARION	59
MARTIN	12
MIAMI-DADE	416
MONROE	4
NASSAU	3
OKALOOSA	19
OKEECHOBEE	16
ORANGE	108
OSCEOLA	54
PALM BEACH	153
PASCO	22
PINELLAS	107
POLK	99
PUTNAM	7
SANTA ROSA	6
SARASOTA	36
SEMINOLE	32
ST. JOHNS	15
ST. LUCIE	58
SUMTER	10
SUWANNEE	0
TAYLOR	0
UNION	12
VOLUSIA	56
WALTON	6
WASHINGTON	2
