County	X
Grand Total	7,363
ALACHUA	227
BAKER	53
BAY	83
BRADFORD	0
BREVARD	166
BROWARD	612
CALHOUN	2
CHARLOTTE	76
CITRUS	47
CLAY	96
COLLIER	104
COLUMBIA	35
DESOTO	10
DUVAL	454
ESCAMBIA	227
FLAGLER	30
FRANKLIN	0
GADSDEN	0
GULF	4
HARDEE	0
HENDRY	2
HERNANDO	78
HIGHLANDS	59
HILLSBOROUGH	431
HOLMES	6
INDIAN RIVER	37
JACKSON	20
LAKE	148
LEE	127
LEON	134
MADISON	4
MANATEE	87
MARION	116
MARTIN	42
MIAMI-DADE	1,092
MONROE	5
NASSAU	17
OKALOOSA	54
OKEECHOBEE	25
ORANGE	397
OSCEOLA	232
PALM BEACH	441
PASCO	179
PINELLAS	346
POLK	308
PUTNAM	16
SANTA ROSA	30
SARASOTA	132
SEMINOLE	128
ST. JOHNS	43
ST. LUCIE	147
SUMTER	59
SUWANNEE	0
TAYLOR	1
UNION	0
VOLUSIA	157
WALTON	26
WASHINGTON	11
