County	X
Grand Total	9,046
ALACHUA	128
BAKER	33
BAY	97
BRADFORD	0
BREVARD	142
BROWARD	1,295
CALHOUN	2
CHARLOTTE	63
CITRUS	32
CLAY	81
COLLIER	155
COLUMBIA	27
DESOTO	4
DUVAL	478
ESCAMBIA	206
FLAGLER	19
FRANKLIN	0
GADSDEN	34
GULF	3
HARDEE	0
HENDRY	7
HERNANDO	81
HIGHLANDS	54
HILLSBOROUGH	505
HOLMES	1
INDIAN RIVER	23
JACKSON	20
LAKE	98
LEE	215
LEON	70
MADISON	1
MANATEE	102
MARION	101
MARTIN	34
MIAMI-DADE	1,955
MONROE	17
NASSAU	4
OKALOOSA	53
OKEECHOBEE	12
ORANGE	556
OSCEOLA	208
PALM BEACH	595
PASCO	113
PINELLAS	423
POLK	274
PUTNAM	22
SANTA ROSA	26
SARASOTA	150
SEMINOLE	146
ST. JOHNS	31
ST. LUCIE	168
SUMTER	29
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	141
WALTON	10
WASHINGTON	2
