County	X
Grand Total	6,904
ALACHUA	198
BAKER	73
BAY	77
BRADFORD	0
BREVARD	175
BROWARD	631
CALHOUN	2
CHARLOTTE	71
CITRUS	36
CLAY	91
COLLIER	125
COLUMBIA	32
DESOTO	6
DUVAL	427
ESCAMBIA	198
FLAGLER	29
FRANKLIN	1
GADSDEN	0
GULF	4
HARDEE	0
HENDRY	0
HERNANDO	57
HIGHLANDS	47
HILLSBOROUGH	408
HOLMES	6
INDIAN RIVER	45
JACKSON	16
LAKE	146
LEE	129
LEON	135
MADISON	2
MANATEE	92
MARION	109
MARTIN	40
MIAMI-DADE	984
MONROE	9
NASSAU	11
OKALOOSA	46
OKEECHOBEE	21
ORANGE	351
OSCEOLA	167
PALM BEACH	448
PASCO	158
PINELLAS	340
POLK	278
PUTNAM	22
SANTA ROSA	23
SARASOTA	125
SEMINOLE	104
ST. JOHNS	37
ST. LUCIE	147
SUMTER	65
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	136
WALTON	16
WASHINGTON	8
