County	X
Grand Total	3,129
ALACHUA	69
BAKER	1
BAY	28
BRADFORD	0
BREVARD	78
BROWARD	307
CALHOUN	0
CHARLOTTE	50
CITRUS	34
CLAY	31
COLLIER	69
COLUMBIA	8
DESOTO	2
DUVAL	199
ESCAMBIA	68
FLAGLER	9
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	49
HIGHLANDS	54
HILLSBOROUGH	199
HOLMES	0
INDIAN RIVER	14
JACKSON	26
LAKE	41
LEE	76
LEON	30
MADISON	0
MANATEE	29
MARION	40
MARTIN	11
MIAMI-DADE	433
MONROE	6
NASSAU	2
OKALOOSA	43
OKEECHOBEE	5
ORANGE	156
OSCEOLA	79
PALM BEACH	232
PASCO	93
PINELLAS	162
POLK	91
PUTNAM	11
SANTA ROSA	8
SARASOTA	86
SEMINOLE	47
ST. JOHNS	9
ST. LUCIE	47
SUMTER	17
SUWANNEE	0
TAYLOR	0
UNION	2
VOLUSIA	58
WALTON	14
WASHINGTON	5
