County	X
Grand Total	2,635
ALACHUA	87
BAKER	21
BAY	24
BRADFORD	0
BREVARD	56
BROWARD	278
CALHOUN	0
CHARLOTTE	28
CITRUS	21
CLAY	36
COLLIER	32
COLUMBIA	9
DESOTO	0
DUVAL	171
ESCAMBIA	64
FLAGLER	12
FRANKLIN	0
GADSDEN	55
GULF	1
HARDEE	0
HENDRY	2
HERNANDO	22
HIGHLANDS	28
HILLSBOROUGH	152
HOLMES	0
INDIAN RIVER	6
JACKSON	11
LAKE	38
LEE	75
LEON	62
MADISON	0
MANATEE	20
MARION	60
MARTIN	14
MIAMI-DADE	406
MONROE	3
NASSAU	3
OKALOOSA	16
OKEECHOBEE	17
ORANGE	110
OSCEOLA	54
PALM BEACH	152
PASCO	23
PINELLAS	102
POLK	112
PUTNAM	7
SANTA ROSA	6
SARASOTA	34
SEMINOLE	36
ST. JOHNS	16
ST. LUCIE	59
SUMTER	10
SUWANNEE	0
TAYLOR	0
UNION	12
VOLUSIA	63
WALTON	7
WASHINGTON	2
