County	X
Grand Total	6,755
ALACHUA	117
BAKER	19
BAY	81
BRADFORD	0
BREVARD	109
BROWARD	920
CALHOUN	1
CHARLOTTE	36
CITRUS	26
CLAY	60
COLLIER	123
COLUMBIA	30
DESOTO	1
DUVAL	385
ESCAMBIA	174
FLAGLER	15
FRANKLIN	0
GADSDEN	126
GULF	5
HARDEE	0
HENDRY	8
HERNANDO	52
HIGHLANDS	51
HILLSBOROUGH	316
HOLMES	1
INDIAN RIVER	27
JACKSON	17
LAKE	86
LEE	182
LEON	87
MADISON	0
MANATEE	75
MARION	106
MARTIN	22
MIAMI-DADE	1,442
MONROE	7
NASSAU	5
OKALOOSA	41
OKEECHOBEE	13
ORANGE	339
OSCEOLA	125
PALM BEACH	442
PASCO	75
PINELLAS	255
POLK	223
PUTNAM	9
SANTA ROSA	15
SARASOTA	78
SEMINOLE	105
ST. JOHNS	24
ST. LUCIE	126
SUMTER	23
SUWANNEE	0
TAYLOR	1
UNION	0
VOLUSIA	132
WALTON	10
WASHINGTON	7
