County	X
Grand Total	9,100
ALACHUA	114
BAKER	33
BAY	73
BRADFORD	0
BREVARD	127
BROWARD	1,203
CALHOUN	2
CHARLOTTE	31
CITRUS	26
CLAY	60
COLLIER	196
COLUMBIA	23
DESOTO	5
DUVAL	521
ESCAMBIA	186
FLAGLER	19
FRANKLIN	0
GADSDEN	3
GULF	2
HARDEE	0
HENDRY	4
HERNANDO	87
HIGHLANDS	64
HILLSBOROUGH	542
HOLMES	0
INDIAN RIVER	36
JACKSON	35
LAKE	139
LEE	248
LEON	60
MADISON	1
MANATEE	106
MARION	94
MARTIN	41
MIAMI-DADE	1,889
MONROE	19
NASSAU	1
OKALOOSA	46
OKEECHOBEE	17
ORANGE	625
OSCEOLA	180
PALM BEACH	670
PASCO	139
PINELLAS	435
POLK	297
PUTNAM	16
SANTA ROSA	20
SARASOTA	150
SEMINOLE	164
ST. JOHNS	29
ST. LUCIE	127
SUMTER	29
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	154
WALTON	8
WASHINGTON	4
