County	X
Grand Total	6,948
ALACHUA	125
BAKER	19
BAY	75
BRADFORD	0
BREVARD	111
BROWARD	933
CALHOUN	1
CHARLOTTE	39
CITRUS	28
CLAY	66
COLLIER	130
COLUMBIA	29
DESOTO	1
DUVAL	406
ESCAMBIA	175
FLAGLER	14
FRANKLIN	0
GADSDEN	126
GULF	3
HARDEE	0
HENDRY	8
HERNANDO	52
HIGHLANDS	54
HILLSBOROUGH	336
HOLMES	1
INDIAN RIVER	26
JACKSON	18
LAKE	87
LEE	212
LEON	89
MADISON	0
MANATEE	80
MARION	108
MARTIN	24
MIAMI-DADE	1,480
MONROE	7
NASSAU	5
OKALOOSA	47
OKEECHOBEE	15
ORANGE	340
OSCEOLA	134
PALM BEACH	441
PASCO	81
PINELLAS	251
POLK	228
PUTNAM	11
SANTA ROSA	15
SARASOTA	83
SEMINOLE	108
ST. JOHNS	25
ST. LUCIE	124
SUMTER	25
SUWANNEE	0
TAYLOR	0
UNION	0
VOLUSIA	133
WALTON	11
WASHINGTON	8
