County	X
Grand Total	2,332
ALACHUA	71
BAKER	3
BAY	24
BRADFORD	0
BREVARD	69
BROWARD	206
CALHOUN	1
CHARLOTTE	36
CITRUS	24
CLAY	26
COLLIER	36
COLUMBIA	15
DESOTO	0
DUVAL	133
ESCAMBIA	36
FLAGLER	5
FRANKLIN	0
GADSDEN	4
GULF	1
HARDEE	0
HENDRY	2
HERNANDO	36
HIGHLANDS	26
HILLSBOROUGH	157
HOLMES	2
INDIAN RIVER	10
JACKSON	7
LAKE	35
LEE	63
LEON	42
MADISON	0
MANATEE	25
MARION	28
MARTIN	5
MIAMI-DADE	319
MONROE	4
NASSAU	2
OKALOOSA	20
OKEECHOBEE	5
ORANGE	136
OSCEOLA	83
PALM BEACH	141
PASCO	50
PINELLAS	127
POLK	79
PUTNAM	6
SANTA ROSA	3
SARASOTA	43
SEMINOLE	39
ST. JOHNS	4
ST. LUCIE	49
SUMTER	15
SUWANNEE	0
TAYLOR	0
UNION	13
VOLUSIA	53
WALTON	10
WASHINGTON	3
