County	X
Grand Total	4,334
ALACHUA	93
BAKER	1
BAY	45
BRADFORD	0
BREVARD	71
BROWARD	442
CALHOUN	2
CHARLOTTE	75
CITRUS	66
CLAY	52
COLLIER	93
COLUMBIA	17
DESOTO	2
DUVAL	229
ESCAMBIA	90
FLAGLER	15
FRANKLIN	0
GADSDEN	0
GULF	0
HARDEE	0
HENDRY	1
HERNANDO	51
HIGHLANDS	61
HILLSBOROUGH	251
HOLMES	2
INDIAN RIVER	15
JACKSON	17
LAKE	87
LEE	128
LEON	39
MADISON	0
MANATEE	47
MARION	59
MARTIN	19
MIAMI-DADE	744
MONROE	5
NASSAU	4
OKALOOSA	55
OKEECHOBEE	8
ORANGE	202
OSCEOLA	96
PALM BEACH	275
PASCO	119
PINELLAS	186
POLK	135
PUTNAM	6
SANTA ROSA	16
SARASOTA	109
SEMINOLE	66
ST. JOHNS	26
ST. LUCIE	57
SUMTER	22
SUWANNEE	0
TAYLOR	1
UNION	0
VOLUSIA	109
WALTON	8
WASHINGTON	15
